,Chromosome,Left,Right,IMI,Crossover
2679,Chr01,503615.0,503624.0,8,0
2680,Chr01,503624.0,504085.0,460,0
2681,Chr01,504085.0,504205.0,119,0
2682,Chr01,504205.0,504208.0,2,0
2683,Chr01,504208.0,505608.0,1399,0
2684,Chr01,505608.0,505613.0,4,0
2685,Chr01,505613.0,505956.0,342,0
2686,Chr01,505956.0,506269.0,312,0
2687,Chr01,506269.0,506326.0,56,0
2688,Chr01,506326.0,506847.0,520,0
2689,Chr01,506847.0,506960.0,112,0
2690,Chr01,506960.0,507191.0,230,0
2691,Chr01,507191.0,507219.0,27,0
2692,Chr01,507221.0,507821.0,599,0
2693,Chr01,507821.0,507893.0,71,0
2694,Chr01,507893.0,507965.0,71,0
2695,Chr01,507965.0,508018.0,52,0
2696,Chr01,508018.0,508596.0,577,0
2697,Chr01,508596.0,508605.0,8,0
2698,Chr01,508605.0,508854.0,248,0
2699,Chr01,508854.0,509205.0,350,0
2700,Chr01,509205.0,509457.0,251,0
2701,Chr01,509457.0,509623.0,165,0
2702,Chr01,509623.0,509696.0,72,0
2703,Chr01,509696.0,509803.0,106,0
2704,Chr01,509803.0,510456.0,652,0
2705,Chr01,510456.0,510469.0,12,0
2706,Chr01,510469.0,510487.0,17,0
2707,Chr01,510489.0,510492.0,2,0
2708,Chr01,510492.0,510776.0,283,0
2709,Chr01,510776.0,510856.0,79,0
2710,Chr01,510856.0,510912.0,55,0
2711,Chr01,510912.0,510943.0,30,0
2712,Chr01,510943.0,510963.0,19,0
2713,Chr01,510963.0,511033.0,69,0
2714,Chr01,511033.0,511168.0,134,0
2715,Chr01,511168.0,511210.0,41,0
2716,Chr01,511210.0,511223.0,12,0
2717,Chr01,511223.0,511256.0,32,0
2718,Chr01,511256.0,511265.0,8,0
2719,Chr01,511265.0,511278.0,12,0
2720,Chr01,511278.0,511306.0,27,0
2721,Chr01,511306.0,511543.0,236,0
2722,Chr01,511543.0,511573.0,29,0
2723,Chr01,511573.0,511589.0,15,0
2724,Chr01,511589.0,511608.0,18,0
2725,Chr01,511608.0,511722.0,113,0
2726,Chr01,511722.0,512038.0,315,0
2727,Chr01,512038.0,512273.0,234,0
2728,Chr01,512273.0,512393.0,119,0
2729,Chr01,512393.0,512559.0,165,0
2730,Chr01,512559.0,512688.0,128,0
2731,Chr01,512688.0,513087.0,398,0
2732,Chr01,513087.0,513378.0,290,0
2733,Chr01,513378.0,513527.0,148,0
2734,Chr01,513527.0,513851.0,323,0
2735,Chr01,513851.0,514524.0,672,0
2736,Chr01,514524.0,514586.0,61,0
2737,Chr01,514586.0,514643.0,56,0
2738,Chr01,514643.0,514909.0,265,0
2739,Chr01,514909.0,515547.0,637,0
2740,Chr01,515547.0,515707.0,159,0
2741,Chr01,515707.0,515718.0,10,0
2742,Chr01,515718.0,515951.0,232,0
2743,Chr01,515951.0,516109.0,157,0
2744,Chr01,516109.0,516137.0,27,0
2745,Chr01,516137.0,516221.0,83,0
2746,Chr01,516221.0,516374.0,152,0
2747,Chr01,516374.0,516377.0,2,0
2748,Chr01,516377.0,516433.0,55,0
2749,Chr01,516433.0,516450.0,16,0
2750,Chr01,516450.0,516458.0,7,0
2751,Chr01,516458.0,516780.0,321,0
2752,Chr01,516780.0,516995.0,214,0
2753,Chr01,516995.0,517239.0,243,0
2754,Chr01,517239.0,518286.0,1046,0
2755,Chr01,518286.0,518401.0,114,0
2756,Chr01,518401.0,518416.0,14,0
2757,Chr01,518416.0,519470.0,1053,0
2758,Chr01,519470.0,519969.0,498,0
2759,Chr01,519969.0,520383.0,413,1
2760,Chr01,520383.0,520571.0,187,0
2761,Chr01,520571.0,521484.0,912,0
2762,Chr01,521484.0,521542.0,57,0
2763,Chr01,521542.0,521576.0,33,0
2764,Chr01,521576.0,521588.0,11,0
2765,Chr01,521588.0,521639.0,50,0
2766,Chr01,521639.0,521683.0,43,0
2767,Chr01,521683.0,521687.0,3,0
2768,Chr01,521687.0,521701.0,13,0
2769,Chr01,521701.0,521783.0,81,0
2770,Chr01,521783.0,522414.0,630,0
2771,Chr01,522414.0,522835.0,420,0
2772,Chr01,522835.0,522870.0,34,0
2773,Chr01,522870.0,522922.0,51,0
2774,Chr01,522922.0,522945.0,22,0
2775,Chr01,522945.0,523026.0,80,0
2776,Chr01,523026.0,523044.0,17,0
2777,Chr01,523044.0,523119.0,74,0
2778,Chr01,523119.0,523158.0,38,0
2779,Chr01,523158.0,523216.0,57,0
2780,Chr01,523216.0,523504.0,287,0
2781,Chr01,523504.0,523616.0,111,0
2782,Chr01,523616.0,523779.0,162,0
2783,Chr01,523779.0,523794.0,14,0
2784,Chr01,523794.0,523847.0,52,0
2785,Chr01,523847.0,523966.0,118,0
2786,Chr01,523967.0,524084.0,116,0
2787,Chr01,524084.0,524816.0,731,0
2788,Chr01,524816.0,524825.0,8,0
2789,Chr01,524825.0,525163.0,337,0
2790,Chr01,525163.0,525327.0,163,0
2791,Chr01,525327.0,525590.0,262,1
2792,Chr01,525590.0,525596.0,5,0
2793,Chr01,525596.0,525607.0,10,0
2794,Chr01,525607.0,525652.0,44,0
2795,Chr01,525652.0,525781.0,128,1
2796,Chr01,525781.0,526078.0,296,0
2797,Chr01,526078.0,526081.0,2,0
2798,Chr01,526081.0,526330.0,248,0
2799,Chr01,526330.0,526586.0,255,0
2800,Chr01,526586.0,526824.0,237,0
2801,Chr01,526824.0,526832.0,7,0
2802,Chr01,526832.0,527184.0,351,0
2803,Chr01,527184.0,527216.0,31,0
2804,Chr01,527216.0,527387.0,170,0
2805,Chr01,527387.0,527491.0,103,0
2806,Chr01,527491.0,527519.0,27,0
2807,Chr01,527519.0,527600.0,80,0
2808,Chr01,527600.0,527718.0,117,0
2809,Chr01,527718.0,527939.0,220,0
2810,Chr01,527939.0,527955.0,15,0
2811,Chr01,527955.0,528389.0,433,0
2812,Chr01,528389.0,528481.0,91,0
2813,Chr01,528481.0,528484.0,2,0
2814,Chr01,528484.0,528812.0,327,0
2815,Chr01,528812.0,529047.0,234,0
2816,Chr01,529047.0,529089.0,41,0
2817,Chr01,529089.0,529132.0,42,0
2818,Chr01,529132.0,529338.0,205,0
2819,Chr01,529338.0,529573.0,234,0
2820,Chr01,529573.0,529647.0,73,0
2821,Chr01,529647.0,529683.0,35,0
2822,Chr01,529683.0,529802.0,118,0
2823,Chr01,529802.0,529831.0,28,0
2824,Chr01,529831.0,529885.0,53,0
2825,Chr01,529885.0,530109.0,223,0
2826,Chr01,530109.0,530445.0,335,0
2827,Chr01,530445.0,530511.0,65,0
2828,Chr01,530511.0,530526.0,14,0
2829,Chr01,530526.0,530550.0,23,0
2830,Chr01,530550.0,530627.0,76,0
2831,Chr01,530627.0,530685.0,57,0
2832,Chr01,530685.0,530807.0,121,0
2833,Chr01,530807.0,530852.0,44,0
2834,Chr01,530852.0,531649.0,796,0
2835,Chr01,531651.0,531664.0,12,0
2836,Chr01,531664.0,532185.0,520,0
2837,Chr01,532185.0,532334.0,148,0
2838,Chr01,532334.0,532421.0,86,0
2839,Chr01,532421.0,532641.0,219,0
2840,Chr01,532641.0,532713.0,71,0
2841,Chr01,532713.0,532731.0,17,0
2842,Chr01,532731.0,532749.0,17,0
2843,Chr01,532749.0,532764.0,14,0
2844,Chr01,532764.0,533784.0,1019,0
2845,Chr01,533784.0,533811.0,26,0
2846,Chr01,533811.0,533850.0,38,0
2847,Chr01,533851.0,533929.0,77,0
2848,Chr01,533929.0,534196.0,266,0
2849,Chr01,534196.0,534316.0,119,0
2850,Chr01,534316.0,535060.0,743,0
2851,Chr01,535060.0,535111.0,50,0
2852,Chr01,535111.0,535165.0,53,0
2853,Chr01,535165.0,535257.0,91,0
2854,Chr01,535257.0,535460.0,202,0
2855,Chr01,535460.0,535603.0,142,0
2856,Chr01,535603.0,535652.0,48,0
2857,Chr01,535652.0,535685.0,32,0
2858,Chr01,535685.0,535759.0,73,0
2859,Chr01,535759.0,535839.0,79,0
2860,Chr01,535839.0,535842.0,2,0
2861,Chr01,535842.0,535856.0,13,0
2862,Chr01,535856.0,535870.0,13,0
2863,Chr01,535870.0,535969.0,98,0
2864,Chr01,535969.0,535996.0,26,0
2865,Chr01,535996.0,536048.0,51,0
2866,Chr01,536048.0,536216.0,167,0
2867,Chr01,536216.0,536357.0,140,0
2868,Chr01,536357.0,536376.0,18,0
2869,Chr01,536376.0,536384.0,7,0
2870,Chr01,536384.0,536845.0,460,0
2871,Chr01,536845.0,537039.0,193,0
2872,Chr01,537039.0,537114.0,74,0
2873,Chr01,537114.0,537128.0,13,0
2874,Chr01,537128.0,537178.0,49,0
2875,Chr01,537178.0,537238.0,59,0
2876,Chr01,537238.0,537518.0,279,0
2877,Chr01,537518.0,537568.0,49,0
2878,Chr01,537568.0,537644.0,75,0
2879,Chr01,537644.0,537666.0,21,0
2880,Chr01,537666.0,537670.0,3,0
2881,Chr01,537671.0,537809.0,137,0
2882,Chr01,537809.0,537839.0,29,0
2883,Chr01,537839.0,537850.0,10,0
2884,Chr01,537850.0,537992.0,141,0
2885,Chr01,537992.0,538072.0,79,0
2886,Chr01,538072.0,538200.0,127,0
2887,Chr01,538200.0,538511.0,310,0
2888,Chr01,538511.0,538688.0,176,0
2889,Chr01,538688.0,538920.0,231,0
2890,Chr01,538920.0,539005.0,84,0
2891,Chr01,539005.0,539082.0,76,0
2892,Chr01,539082.0,539091.0,8,0
2893,Chr01,539091.0,539256.0,164,0
2894,Chr01,539256.0,539352.0,95,0
2895,Chr01,539352.0,539641.0,288,1
2896,Chr01,539641.0,539806.0,164,0
2897,Chr01,539806.0,539939.0,132,0
2898,Chr01,539939.0,540041.0,101,0
2899,Chr01,540041.0,540074.0,32,0
2900,Chr01,540074.0,540086.0,11,0
2901,Chr01,540086.0,540203.0,116,0
2902,Chr01,540203.0,540207.0,3,0
2903,Chr01,540207.0,540241.0,33,0
2904,Chr01,540241.0,540296.0,54,0
2905,Chr01,540296.0,540310.0,13,0
2906,Chr01,540310.0,540324.0,13,0
2907,Chr01,540324.0,540348.0,23,0
2908,Chr01,540348.0,540396.0,47,0
2909,Chr01,540396.0,540405.0,8,0
2910,Chr01,540405.0,540448.0,42,0
2911,Chr01,540448.0,540482.0,33,0
2912,Chr01,540482.0,540602.0,119,0
2913,Chr01,540602.0,540807.0,204,0
2914,Chr01,540807.0,541857.0,1049,0
2915,Chr01,541857.0,541973.0,115,0
2916,Chr01,541973.0,542033.0,59,0
2917,Chr01,542033.0,542042.0,8,0
2918,Chr01,542042.0,542066.0,23,0
2919,Chr01,542066.0,542087.0,20,0
2920,Chr01,542087.0,542138.0,50,0
2921,Chr01,542138.0,542155.0,16,0
2922,Chr01,542155.0,542186.0,30,0
2923,Chr01,542186.0,542443.0,256,0
2924,Chr01,542443.0,542452.0,8,0
2925,Chr01,542452.0,542560.0,107,0
2926,Chr01,542560.0,542771.0,210,0
2927,Chr01,542771.0,543226.0,454,0
2928,Chr01,543226.0,543413.0,186,0
2929,Chr01,543413.0,543518.0,104,0
2930,Chr01,543518.0,543878.0,359,0
2931,Chr01,543878.0,543889.0,10,0
2932,Chr01,543889.0,544058.0,168,0
2933,Chr01,544058.0,544129.0,70,0
2934,Chr01,544129.0,544213.0,83,0
2935,Chr01,544213.0,545034.0,820,0
2936,Chr01,545034.0,545712.0,677,0
2937,Chr01,545712.0,546683.0,970,1
2938,Chr01,546683.0,546918.0,234,0
2939,Chr01,546918.0,547104.0,185,0
2940,Chr01,547107.0,547464.0,356,0
2941,Chr01,547464.0,547683.0,218,0
2942,Chr01,547683.0,547701.0,17,0
2943,Chr01,547701.0,547856.0,154,0
2944,Chr01,547856.0,548187.0,330,0
2945,Chr01,548187.0,548372.0,184,0
2946,Chr01,548372.0,548490.0,117,0
2947,Chr01,548490.0,548593.0,102,0
2948,Chr01,548593.0,548798.0,204,0
2949,Chr01,548798.0,548868.0,69,0
2950,Chr01,548868.0,548904.0,35,0
2951,Chr01,548904.0,549039.0,134,0
2952,Chr01,549039.0,549235.0,195,0
2953,Chr01,549235.0,549430.0,194,0
2954,Chr01,549430.0,549696.0,265,0
2955,Chr01,549696.0,549958.0,261,0
2956,Chr01,549958.0,550421.0,462,0
2957,Chr01,550421.0,550879.0,457,0
2958,Chr01,550880.0,550892.0,11,0
2959,Chr01,550892.0,550903.0,10,0
2960,Chr01,550903.0,550985.0,81,0
2961,Chr01,550985.0,550988.0,2,0
2962,Chr01,550988.0,550993.0,4,0
2963,Chr01,550993.0,551243.0,249,0
2964,Chr01,551243.0,551251.0,7,0
2965,Chr01,551251.0,551275.0,23,0
2966,Chr01,551277.0,551290.0,12,0
2967,Chr01,551290.0,551326.0,35,0
2968,Chr01,551326.0,551335.0,8,0
2969,Chr01,551335.0,551395.0,59,0
2970,Chr01,551395.0,551510.0,114,0
2971,Chr01,551510.0,551538.0,27,0
2972,Chr01,551538.0,551786.0,247,0
2973,Chr01,551786.0,551812.0,25,0
2974,Chr01,551812.0,552245.0,432,0
2975,Chr01,552245.0,552254.0,8,0
2976,Chr01,552254.0,552356.0,101,0
2977,Chr01,552356.0,552384.0,27,0
2978,Chr01,552384.0,552415.0,30,0
2979,Chr01,552415.0,552420.0,4,0
2980,Chr01,552420.0,552462.0,41,0
2981,Chr01,552462.0,552576.0,113,0
2982,Chr01,552576.0,552584.0,7,0
2983,Chr01,552584.0,552602.0,17,0
2984,Chr01,552602.0,552722.0,119,0
2985,Chr01,552722.0,552818.0,95,0
2986,Chr01,552818.0,552917.0,98,0
2987,Chr01,552917.0,552964.0,46,0
2988,Chr01,552964.0,553008.0,43,0
2989,Chr01,553010.0,553277.0,266,0
2990,Chr01,553277.0,553331.0,53,0
2991,Chr01,553331.0,553442.0,110,0
2992,Chr01,553442.0,553499.0,56,0
2993,Chr01,553499.0,553502.0,2,0
2994,Chr01,553502.0,553553.0,50,0
2995,Chr01,553553.0,553737.0,183,0
2996,Chr01,553737.0,554106.0,368,0
2997,Chr01,554106.0,554149.0,42,0
2998,Chr01,554149.0,554235.0,85,0
2999,Chr01,554235.0,554323.0,87,0
3000,Chr01,554323.0,554340.0,16,0
3001,Chr01,554340.0,554908.0,567,0
3002,Chr01,554908.0,554997.0,88,0
3003,Chr01,554997.0,555529.0,531,0
3004,Chr01,555529.0,555909.0,379,0
3005,Chr01,555909.0,556111.0,201,0
3006,Chr01,556111.0,556158.0,46,0
3007,Chr01,556158.0,556226.0,67,0
3008,Chr01,556226.0,556338.0,111,0
3009,Chr01,556338.0,556391.0,52,0
3010,Chr01,556391.0,556473.0,81,0
3011,Chr01,556473.0,557663.0,1189,0
3012,Chr01,557663.0,557889.0,225,0
3013,Chr01,557889.0,558493.0,603,0
3014,Chr01,558493.0,558639.0,145,0
3015,Chr01,558639.0,558673.0,33,0
3016,Chr01,558673.0,558868.0,194,0
3017,Chr01,558868.0,559177.0,308,0
3018,Chr01,559177.0,559239.0,61,0
3019,Chr01,559239.0,559552.0,312,0
3020,Chr01,559552.0,565125.0,5572,0
3021,Chr01,565125.0,565168.0,42,0
3022,Chr01,565168.0,565224.0,55,0
3023,Chr01,565224.0,565824.0,599,0
3024,Chr01,565824.0,565960.0,135,0
3025,Chr01,565960.0,566379.0,418,0
3026,Chr01,566379.0,566608.0,228,0
3027,Chr01,566608.0,566753.0,144,0
3028,Chr01,566753.0,566872.0,118,0
3029,Chr01,566872.0,566877.0,4,0
3030,Chr01,566877.0,567212.0,334,0
3031,Chr01,567212.0,567488.0,275,0
3032,Chr01,567488.0,567969.0,480,0
3033,Chr01,567969.0,568038.0,68,0
3034,Chr01,568038.0,568137.0,98,0
3035,Chr01,568137.0,568604.0,466,0
3036,Chr01,568604.0,568795.0,190,0
3037,Chr01,568795.0,568834.0,38,0
3038,Chr01,568834.0,569063.0,228,0
3039,Chr01,569063.0,569313.0,249,0
3040,Chr01,569313.0,569541.0,227,0
3041,Chr01,569541.0,569648.0,106,0
3042,Chr01,569648.0,569754.0,105,0
3043,Chr01,569754.0,571269.0,1514,0
3044,Chr01,571269.0,572728.0,1458,0
3045,Chr01,572728.0,574385.0,1656,0
3046,Chr01,574385.0,574661.0,275,0
3047,Chr01,574661.0,574712.0,50,0
3048,Chr01,574712.0,574716.0,3,0
3049,Chr01,574716.0,574858.0,141,0
3050,Chr01,574858.0,574890.0,31,0
3051,Chr01,574890.0,574939.0,48,0
3052,Chr01,574939.0,574953.0,13,0
3053,Chr01,574953.0,575200.0,246,0
3054,Chr01,575200.0,575447.0,246,0
3055,Chr01,575447.0,575463.0,15,0
3056,Chr01,575463.0,575730.0,266,0
3057,Chr01,575730.0,575793.0,62,0
3058,Chr01,575793.0,575805.0,11,0
3059,Chr01,575805.0,575814.0,8,0
3060,Chr01,575814.0,575835.0,20,0
3061,Chr01,575835.0,575882.0,46,0
3062,Chr01,575882.0,575975.0,92,0
3063,Chr01,575975.0,575984.0,8,0
3064,Chr01,575984.0,576118.0,133,0
3065,Chr01,576118.0,576386.0,267,0
3066,Chr01,576386.0,576492.0,105,0
3067,Chr01,576492.0,576570.0,77,0
3068,Chr01,576570.0,576579.0,8,0
3069,Chr01,576579.0,576816.0,236,0
3070,Chr01,576816.0,577085.0,268,0
3071,Chr01,577087.0,577575.0,487,0
3072,Chr01,577575.0,578385.0,809,0
3073,Chr01,578385.0,578492.0,106,0
3074,Chr01,578492.0,578598.0,105,0
3075,Chr01,578598.0,578728.0,129,0
3076,Chr01,578728.0,578745.0,16,0
3077,Chr01,578745.0,578779.0,33,0
3078,Chr01,578779.0,579169.0,389,0
3079,Chr01,579169.0,579233.0,63,0
3080,Chr01,579233.0,579379.0,145,0
3081,Chr01,579379.0,579392.0,12,0
3082,Chr01,579392.0,579783.0,390,0
3083,Chr01,579783.0,580157.0,373,0
3084,Chr01,580157.0,580215.0,57,0
3085,Chr01,580216.0,580293.0,76,0
3086,Chr01,580293.0,580500.0,206,0
3087,Chr01,580500.0,580533.0,32,0
3088,Chr01,580533.0,580843.0,309,0
3089,Chr01,580843.0,580930.0,86,0
3090,Chr01,580930.0,580956.0,25,0
3091,Chr01,580956.0,581246.0,289,0
3092,Chr01,581246.0,582739.0,1492,0
3093,Chr01,582739.0,583817.0,1077,0
3094,Chr01,583817.0,583860.0,42,0
3095,Chr01,583860.0,583887.0,26,0
3096,Chr01,583887.0,584171.0,283,0
3097,Chr01,584171.0,584215.0,43,0
3098,Chr01,584215.0,584665.0,449,0
3099,Chr01,584665.0,584719.0,53,0
3100,Chr01,584719.0,584752.0,32,0
3101,Chr01,584752.0,584782.0,29,0
3102,Chr01,584783.0,584803.0,19,0
3103,Chr01,584804.0,584834.0,29,0
3104,Chr01,584834.0,584848.0,13,0
3105,Chr01,584848.0,584881.0,32,0
3106,Chr01,584881.0,584887.0,5,0
3107,Chr01,584887.0,584912.0,24,0
3108,Chr01,584912.0,584962.0,49,0
3109,Chr01,584962.0,585797.0,834,0
3110,Chr01,585797.0,588254.0,2456,0
3111,Chr01,588254.0,588952.0,697,0
3112,Chr01,588952.0,589743.0,790,0
3113,Chr01,589743.0,589804.0,60,0
3114,Chr01,589804.0,589996.0,191,0
3115,Chr01,589996.0,590453.0,456,0
3116,Chr01,590453.0,591969.0,1515,0
3117,Chr01,591969.0,592104.0,134,0
3118,Chr01,592104.0,592500.0,395,0
3119,Chr01,592500.0,593022.0,521,0
3120,Chr01,593022.0,594055.0,1032,1
3121,Chr01,594055.0,594226.0,170,0
3122,Chr01,594226.0,594362.0,135,0
3123,Chr01,594362.0,594615.0,252,0
3124,Chr01,594615.0,594762.0,146,0
3125,Chr01,594762.0,595060.0,297,0
3126,Chr01,595060.0,595132.0,71,0
3127,Chr01,595132.0,595643.0,510,0
3128,Chr01,595643.0,596451.0,807,0
3129,Chr01,596451.0,596547.0,95,0
3130,Chr01,596547.0,596589.0,41,0
3131,Chr01,596589.0,596687.0,97,0
3132,Chr01,596687.0,596709.0,21,0
3133,Chr01,596709.0,597742.0,1032,0
3134,Chr01,597742.0,598042.0,299,0
3135,Chr01,598042.0,598045.0,2,0
3136,Chr01,598045.0,598060.0,14,0
3137,Chr01,598060.0,598502.0,441,0
3138,Chr01,598503.0,598532.0,28,0
3139,Chr01,598532.0,598580.0,47,0
3140,Chr01,598580.0,598834.0,253,0
3141,Chr01,598834.0,598854.0,19,0
3142,Chr01,598854.0,599213.0,358,0
3143,Chr01,599213.0,599265.0,51,0
3144,Chr01,599265.0,600228.0,962,0
3145,Chr01,600228.0,600326.0,97,0
3146,Chr01,600326.0,600438.0,111,0
3147,Chr01,600438.0,601003.0,564,0
3148,Chr01,601003.0,601258.0,254,0
3149,Chr01,601258.0,602453.0,1194,0
3150,Chr01,602453.0,602787.0,333,0
3151,Chr01,602787.0,602877.0,89,0
3152,Chr01,602877.0,603106.0,228,0
3153,Chr01,603106.0,603174.0,67,0
3154,Chr01,603174.0,603270.0,95,0
3155,Chr01,603270.0,603827.0,556,0
3156,Chr01,603827.0,603882.0,54,0
3157,Chr01,603882.0,604164.0,281,5
3158,Chr01,604164.0,604908.0,743,0
3159,Chr01,604908.0,604911.0,2,0
3160,Chr01,604911.0,604915.0,3,0
3161,Chr01,604915.0,605197.0,281,0
3162,Chr01,605197.0,605258.0,60,0
3163,Chr01,605258.0,605468.0,209,0
3164,Chr01,605468.0,605500.0,31,0
3165,Chr01,605500.0,605592.0,91,0
3166,Chr01,605592.0,605643.0,50,0
3167,Chr01,605643.0,605701.0,57,0
3168,Chr01,605701.0,605725.0,23,0
3169,Chr01,605725.0,605859.0,133,0
3170,Chr01,605859.0,606093.0,233,0
3171,Chr01,606093.0,606158.0,64,1
3172,Chr01,606158.0,606459.0,300,0
3173,Chr01,606459.0,606573.0,113,0
3174,Chr01,606573.0,606609.0,35,0
3175,Chr01,606609.0,606627.0,17,0
3176,Chr01,606627.0,606662.0,34,0
3177,Chr01,606662.0,606970.0,307,0
3178,Chr01,606970.0,607009.0,38,0
3179,Chr01,607009.0,607137.0,127,0
3180,Chr01,607137.0,607168.0,30,0
3181,Chr01,607168.0,607200.0,31,0
3182,Chr01,607200.0,607605.0,404,0
3183,Chr01,607605.0,607852.0,246,0
3184,Chr01,607852.0,608116.0,263,0
3185,Chr01,608116.0,608121.0,4,0
3186,Chr01,608121.0,608798.0,676,0
3187,Chr01,608798.0,608999.0,200,0
3188,Chr01,608999.0,609005.0,5,0
3189,Chr01,609005.0,609072.0,66,0
3190,Chr01,609072.0,609183.0,110,0
3191,Chr01,609183.0,609277.0,93,0
3192,Chr01,609277.0,609292.0,14,0
3193,Chr01,609292.0,609330.0,37,0
3194,Chr01,609330.0,609342.0,11,0
3195,Chr01,609342.0,609368.0,25,0
3196,Chr01,609368.0,609387.0,18,0
3197,Chr01,609387.0,609437.0,49,0
3198,Chr01,609437.0,609453.0,15,0
3199,Chr01,609453.0,609456.0,2,0
3200,Chr01,609456.0,609480.0,23,0
3201,Chr01,609480.0,609524.0,43,0
3202,Chr01,609524.0,609540.0,15,0
3203,Chr01,609540.0,609679.0,138,0
3204,Chr01,609679.0,609820.0,140,0
3205,Chr01,609820.0,609830.0,9,0
3206,Chr01,609830.0,609970.0,139,0
3207,Chr01,609970.0,610187.0,216,0
3208,Chr01,610187.0,610354.0,166,0
3209,Chr01,610354.0,610407.0,52,0
3210,Chr01,610407.0,610452.0,44,0
3211,Chr01,610452.0,610493.0,40,0
3212,Chr01,610493.0,610691.0,197,0
3213,Chr01,610691.0,610698.0,6,0
3214,Chr01,610698.0,610739.0,40,0
3215,Chr01,610739.0,610764.0,24,0
3216,Chr01,610764.0,610867.0,102,0
3217,Chr01,610867.0,610882.0,14,0
3218,Chr01,610882.0,610894.0,11,0
3219,Chr01,610894.0,611158.0,263,0
3220,Chr01,611158.0,611203.0,44,0
3221,Chr01,611203.0,611209.0,5,0
3222,Chr01,611209.0,611386.0,176,0
3223,Chr01,611386.0,611683.0,296,0
3224,Chr01,611683.0,611699.0,15,0
3225,Chr01,611701.0,611704.0,2,0
3226,Chr01,611704.0,611707.0,2,0
3227,Chr01,611707.0,611712.0,4,0
3228,Chr01,611712.0,611720.0,7,0
3229,Chr01,611720.0,611752.0,31,0
3230,Chr01,611752.0,611900.0,147,0
3231,Chr01,611900.0,612247.0,346,1
3232,Chr01,612247.0,612428.0,180,0
3233,Chr01,612428.0,612557.0,128,0
3234,Chr01,612557.0,612655.0,97,0
3235,Chr01,612655.0,612744.0,88,0
3236,Chr01,612744.0,612900.0,155,0
3237,Chr01,612900.0,612962.0,61,0
3238,Chr01,612962.0,612985.0,22,0
3239,Chr01,612985.0,613003.0,17,0
3240,Chr01,613003.0,613120.0,116,0
3241,Chr01,613120.0,613308.0,187,0
3242,Chr01,613308.0,613540.0,231,0
3243,Chr01,613540.0,613622.0,81,0
3244,Chr01,613622.0,613759.0,136,0
3245,Chr01,613759.0,614113.0,353,0
3246,Chr01,614113.0,614269.0,155,0
3247,Chr01,614269.0,614296.0,26,0
3248,Chr01,614296.0,614324.0,27,0
3249,Chr01,614324.0,614437.0,112,0
3250,Chr01,614437.0,614462.0,24,0
3251,Chr01,614462.0,614846.0,383,0
3252,Chr01,614846.0,614864.0,17,0
3253,Chr01,614864.0,614902.0,37,0
3254,Chr01,614904.0,614925.0,20,0
3255,Chr01,614925.0,614955.0,29,0
3256,Chr01,614955.0,615056.0,100,0
3257,Chr01,615056.0,615072.0,15,0
3258,Chr01,615072.0,615166.0,93,0
3259,Chr01,615166.0,615755.0,588,0
3260,Chr01,615755.0,615946.0,190,0
3261,Chr01,615946.0,616090.0,143,0
3262,Chr01,616090.0,616140.0,49,0
3263,Chr01,616140.0,616262.0,121,0
3264,Chr01,616262.0,616338.0,75,0
3265,Chr01,616338.0,616656.0,317,0
3266,Chr01,616656.0,616749.0,92,0
3267,Chr01,616749.0,616753.0,3,0
3268,Chr01,616753.0,616892.0,138,0
3269,Chr01,616892.0,616919.0,26,0
3270,Chr01,616919.0,617511.0,591,0
3271,Chr01,617511.0,617586.0,74,0
3272,Chr01,617586.0,617637.0,50,0
3273,Chr01,617637.0,618275.0,637,1
3274,Chr01,618275.0,618278.0,2,0
3275,Chr01,618278.0,618339.0,60,0
3276,Chr01,618341.0,618576.0,234,0
3277,Chr01,618576.0,618594.0,17,0
3278,Chr01,618594.0,618630.0,35,0
3279,Chr01,618630.0,618636.0,5,0
3280,Chr01,618636.0,619461.0,824,0
3281,Chr01,619461.0,619467.0,5,0
3282,Chr01,619467.0,619482.0,14,0
3283,Chr01,619482.0,619683.0,200,0
3284,Chr01,619683.0,619721.0,37,0
3285,Chr01,619721.0,619731.0,9,0
3286,Chr01,619731.0,620084.0,352,0
3287,Chr01,620084.0,620206.0,121,0
3288,Chr01,620206.0,620428.0,221,0
3289,Chr01,620428.0,620605.0,176,0
3290,Chr01,620605.0,620769.0,163,0
3291,Chr01,620769.0,620803.0,33,0
3292,Chr01,620803.0,620933.0,129,0
3293,Chr01,620933.0,620993.0,59,0
3294,Chr01,620993.0,621124.0,130,0
3295,Chr01,621124.0,621176.0,51,0
3296,Chr01,621176.0,621249.0,72,0
3297,Chr01,621249.0,621309.0,59,0
3298,Chr01,621309.0,621341.0,31,0
3299,Chr01,621341.0,621359.0,17,0
3300,Chr01,621359.0,621365.0,5,0
3301,Chr01,621365.0,621399.0,33,0
3302,Chr01,621399.0,621435.0,35,0
3303,Chr01,621435.0,621456.0,20,0
3304,Chr01,621456.0,621543.0,86,0
3305,Chr01,621543.0,621654.0,110,0
3306,Chr01,621654.0,621665.0,10,0
3307,Chr01,621665.0,621757.0,91,0
3308,Chr01,621757.0,621776.0,18,0
3309,Chr01,621776.0,621885.0,108,0
3310,Chr01,621885.0,621897.0,11,0
3311,Chr01,621897.0,622307.0,409,0
3312,Chr01,622307.0,622572.0,264,0
